Gender,Age,Talkative,Start Conversations,Interested in People,Make People Feel at Ease,concern for others,Full of Ideas,Always Prepared,Get Irritated Easily,Always Ready to Sleep,Frequent Mood Swings,Seek Adventure,Like to Be in Charge,Make a Mess of Things,Leave Belongings Around,Forget to Put Things Back,Follow a Schedule,Overcome Failure,Leave Today's Work for Next Day,Difficulty Understanding Abstract Ideas,Regret After Making Decisions,Prefer Daydreaming to Reality,Like to Express Immediate Mental/Emotional Situations,Prefer to Build New Relationships Rather Than Compromise,Think No Rules in Society Would Be Better,Don't Think This Test Can Determine Personality,Personality Type
Female,29,1,5,6,7,8,4,2,2,0,0,8,4,7,2,1,7,6,5,3,7,7,3,0,5,0,Extraversion
Female,28,5,1,8,3,6,6,7,8,1,2,6,2,5,1,5,8,5,0,3,3,7,4,7,3,5,Conscientinousness
Male,27,6,0,7,1,3,8,2,8,7,4,2,8,5,1,4,0,6,8,6,5,1,2,3,4,2,Extraversion
Male,25,6,0,6,2,3,4,1,2,2,0,1,7,1,4,6,6,2,7,4,8,7,3,8,1,4,Agreeableness
Female,22,8,5,7,4,1,0,0,5,5,7,1,6,4,1,4,6,4,6,6,3,4,1,8,0,6,Agreeableness
Male,29,6,7,6,0,3,0,1,7,0,4,3,3,2,5,8,6,6,3,4,6,7,6,4,4,7,Conscientinousness
Male,23,8,8,0,0,7,8,8,4,5,8,0,0,8,6,7,7,5,1,3,1,5,1,7,5,3,Conscientinousness
Male,20,0,8,5,2,4,0,3,5,8,0,0,4,3,7,1,6,2,5,5,7,8,3,4,4,8,Agreeableness
Male,23,4,4,1,7,4,5,0,1,0,4,8,4,4,1,2,3,3,8,6,3,5,0,8,7,2,Openness
Female,25,2,8,8,0,4,7,4,0,4,2,4,3,2,4,7,3,0,3,3,4,1,7,0,1,2,Conscientinousness
Male,19,6,5,2,5,7,7,3,3,5,1,8,3,4,5,6,4,8,7,3,4,8,3,7,3,7,Openness
Female,28,8,2,7,8,2,8,3,2,5,4,6,8,4,3,3,0,1,4,7,6,5,0,8,4,3,Extraversion
Female,22,4,8,3,2,0,2,3,2,6,7,4,7,0,7,5,0,0,4,0,7,8,7,8,6,4,Conscientinousness
Female,23,0,1,4,7,0,0,6,2,3,1,0,1,4,7,0,3,4,2,7,5,7,7,5,7,6,Agreeableness
Female,19,6,0,2,3,1,2,1,6,2,2,4,1,1,5,2,1,2,8,4,6,2,8,3,0,1,Agreeableness
Female,27,1,4,2,6,7,8,8,4,6,6,0,7,2,3,8,1,1,7,2,6,6,8,0,2,8,Conscientinousness
Female,27,8,0,5,2,7,7,1,6,3,7,6,3,4,5,8,1,6,2,3,6,2,5,1,1,0,Conscientinousness
Female,20,5,2,1,0,3,5,1,1,2,2,5,0,4,1,6,0,2,3,4,1,2,3,1,3,2,Neuroticism
Male,28,0,3,6,4,6,4,8,1,8,8,8,5,4,0,4,2,6,1,7,3,3,2,3,3,1,Conscientinousness
Female,21,4,2,6,3,1,3,4,7,1,3,1,5,6,6,1,6,1,7,4,1,0,6,7,7,7,Agreeableness
Female,25,0,7,6,6,4,4,5,0,8,0,1,7,3,7,2,1,3,2,0,0,5,3,5,3,2,Conscientinousness
Male,28,2,7,1,0,6,7,3,1,7,7,5,5,4,3,1,0,3,3,0,8,2,5,5,4,7,Conscientinousness
Female,21,0,2,6,1,4,1,7,4,1,7,1,7,3,1,6,8,5,6,1,3,0,5,8,5,5,Agreeableness
Female,26,1,6,4,1,1,8,3,6,6,7,7,4,8,4,7,3,1,5,2,7,7,6,7,8,4,Conscientinousness
Female,26,0,7,1,5,4,0,6,1,4,8,5,3,2,6,4,7,7,2,2,6,4,7,1,3,3,Conscientinousness
Male,18,4,3,4,5,7,2,4,1,7,0,6,4,8,2,2,4,5,0,2,4,0,1,3,8,1,Neuroticism
Female,17,6,8,6,6,3,7,5,6,5,3,7,5,3,4,8,6,4,8,2,6,3,3,8,5,1,Openness
Male,20,1,5,0,1,3,2,2,8,7,3,3,8,1,6,6,0,4,0,8,1,3,4,5,1,8,Neuroticism
Female,24,8,2,5,8,1,2,0,5,1,6,1,6,7,5,0,4,2,5,3,3,8,0,5,4,4,Agreeableness
Female,24,5,4,6,2,5,7,4,1,5,5,2,4,5,3,2,0,1,3,5,6,1,1,1,1,0,Conscientinousness
Female,28,2,1,8,0,1,2,8,0,2,7,8,1,4,7,7,1,8,8,1,0,2,0,0,7,2,Conscientinousness
Male,23,6,6,7,0,2,2,8,3,2,7,7,6,8,0,5,6,0,3,0,7,0,4,6,8,6,Conscientinousness
Male,23,8,8,2,6,5,1,2,2,8,8,5,5,1,5,3,8,4,2,5,6,4,3,5,5,5,Extraversion
Male,24,1,2,3,5,5,7,5,4,2,7,8,2,3,5,7,2,0,2,5,8,2,8,4,2,8,Conscientinousness
Male,20,3,5,0,2,6,8,4,0,2,3,2,8,5,5,0,8,0,4,2,7,1,0,0,4,2,Neuroticism
Male,25,7,2,4,2,1,5,7,7,1,7,0,2,1,0,6,0,6,7,8,6,0,4,1,8,8,Openness
Female,26,6,3,5,8,0,7,4,3,5,4,4,5,4,5,1,8,5,5,6,5,7,8,0,7,0,Extraversion
Male,27,0,2,2,7,3,7,5,5,4,2,1,8,6,7,4,1,6,3,8,7,4,8,7,7,6,Extraversion
Female,26,1,8,8,2,0,8,3,8,1,5,1,2,6,3,5,1,4,7,1,1,6,2,6,8,8,Conscientinousness
Male,19,7,1,8,7,7,4,1,0,4,5,3,7,5,2,0,6,2,2,8,5,2,1,3,1,8,Agreeableness
Female,18,4,2,6,2,1,1,8,6,2,5,2,4,7,0,2,3,2,4,4,5,4,7,5,7,3,Agreeableness
Female,20,5,4,8,2,8,5,8,6,5,2,5,8,0,1,5,0,7,5,8,7,4,5,1,6,5,Openness
Male,18,6,1,4,6,3,6,8,2,0,7,6,1,8,3,2,0,7,4,3,1,4,0,7,1,8,Openness
Female,29,2,3,5,3,2,6,6,8,2,0,0,8,8,1,4,1,1,7,6,6,5,1,3,2,2,Extraversion
Male,23,5,5,3,8,0,6,6,0,6,3,8,4,3,8,8,5,0,8,1,1,2,7,3,8,3,Openness
Male,24,1,2,7,6,5,6,2,6,7,3,4,5,1,0,6,3,4,4,5,2,3,6,2,2,8,Extraversion
Female,26,7,6,4,8,0,6,2,4,5,7,8,0,1,5,8,0,7,3,0,2,5,6,8,4,0,Openness
Female,27,7,8,4,6,4,7,6,6,4,4,0,3,6,6,5,8,6,1,8,2,3,1,3,0,5,Extraversion
Male,22,7,5,3,2,4,6,0,7,1,0,5,5,6,8,5,1,8,6,3,6,8,0,1,8,8,Neuroticism
Male,27,5,5,0,4,5,4,0,8,2,1,0,3,0,0,1,6,6,2,8,3,8,3,7,4,6,Extraversion
Male,18,6,1,5,3,7,6,1,1,4,1,4,7,3,1,3,6,3,8,2,3,2,7,5,0,6,Agreeableness
Male,25,2,3,1,3,3,4,8,6,6,4,7,4,7,6,7,6,7,5,8,6,5,2,0,6,6,Extraversion
Female,28,1,5,6,2,1,3,6,0,7,1,2,5,8,0,5,0,8,1,1,0,1,4,4,6,1,Conscientinousness
Female,24,8,6,3,7,6,4,1,7,3,2,1,4,1,7,1,7,8,3,5,5,6,4,6,2,2,Extraversion
Female,24,6,6,1,1,2,2,8,0,1,4,7,1,6,6,5,4,8,7,3,3,8,4,6,5,1,Conscientinousness
Male,26,1,5,0,4,4,3,6,0,2,5,4,2,3,1,1,3,5,7,5,4,1,6,4,3,7,Conscientinousness
Female,24,0,5,2,3,1,7,1,6,8,7,1,6,2,8,4,8,5,2,6,6,1,4,8,2,6,Extraversion
Female,21,0,0,7,5,6,2,4,0,0,3,5,1,7,8,5,0,0,0,0,4,0,8,5,8,8,Conscientinousness
Male,24,1,6,0,2,1,0,3,5,5,5,5,7,5,2,2,8,8,0,6,5,4,4,8,4,0,Extraversion
Female,26,6,8,3,5,2,3,5,6,8,6,7,7,0,6,1,8,0,3,7,6,1,5,0,6,0,Extraversion
Male,20,0,2,6,1,1,3,4,6,2,7,5,2,7,5,1,2,1,2,8,6,4,1,8,2,2,Agreeableness
Male,27,8,4,4,2,0,3,6,0,7,5,6,4,7,7,5,3,0,2,1,4,4,8,7,4,4,Conscientinousness
Female,22,3,5,5,6,2,6,4,1,1,4,6,0,5,2,3,0,2,2,1,6,5,3,4,4,3,Openness
Male,28,4,8,6,7,1,1,3,8,7,0,2,7,2,4,6,2,5,5,5,8,1,8,1,4,2,Extraversion
Female,18,7,3,0,1,2,4,8,0,7,1,2,7,6,0,4,5,2,0,1,0,7,3,2,5,7,Neuroticism
Male,19,7,2,4,5,0,0,1,0,8,3,5,5,5,3,8,3,3,2,0,4,5,6,5,8,0,Neuroticism
Male,22,7,6,8,0,0,2,0,7,6,6,2,6,1,8,5,5,0,7,4,0,8,7,5,3,5,Agreeableness
Female,20,5,7,1,3,3,8,8,5,8,8,5,4,6,6,3,2,1,7,0,6,3,2,1,7,3,Neuroticism
Male,17,4,1,1,6,0,1,1,7,1,3,5,8,6,5,4,5,2,2,2,6,0,6,5,4,5,Neuroticism
Male,27,5,6,2,1,8,1,4,2,3,1,0,0,4,4,2,7,1,7,5,0,7,8,7,1,1,Conscientinousness
Male,18,1,2,6,2,1,3,2,0,0,4,8,1,1,1,2,8,6,1,7,4,8,3,0,1,2,Agreeableness
Male,25,1,2,6,2,3,6,3,8,2,0,0,0,8,7,0,2,7,1,4,2,0,5,5,0,7,Conscientinousness
Male,22,4,1,1,2,7,2,5,1,6,5,8,4,6,4,2,8,6,4,0,3,8,4,6,1,5,Neuroticism
Female,23,0,5,3,1,5,0,3,5,8,7,3,6,5,6,3,3,1,1,7,5,6,5,5,7,7,Conscientinousness
Female,23,1,7,2,0,1,8,2,2,5,3,6,1,5,5,6,7,5,1,6,0,7,6,5,2,7,Neuroticism
Female,20,2,4,3,7,6,7,0,3,0,1,1,2,1,2,8,3,1,0,3,2,3,3,8,0,3,Neuroticism
Male,27,1,1,4,7,5,4,2,6,0,3,7,7,6,5,6,4,7,0,1,5,2,1,8,8,0,Extraversion
Female,18,0,2,2,6,3,0,7,3,6,8,7,5,3,4,1,3,2,6,6,1,8,5,2,4,0,Openness
Female,29,7,0,1,3,4,4,5,3,6,2,5,3,8,2,6,5,1,4,7,1,2,0,3,4,5,Extraversion
Male,18,8,6,0,8,3,6,1,8,8,3,0,3,4,7,4,3,5,4,0,7,2,4,5,0,6,Neuroticism
Male,21,0,6,4,6,6,7,4,0,8,0,3,1,6,5,4,6,8,2,3,8,8,0,2,1,3,Neuroticism
Male,24,5,7,7,3,7,0,4,2,4,6,6,8,3,1,6,2,8,6,3,1,0,1,4,1,3,Openness
Male,20,8,7,1,6,5,2,7,5,7,3,1,0,7,7,5,2,3,3,5,1,0,4,0,3,4,Neuroticism
Female,24,1,4,1,8,8,7,1,5,2,7,3,3,1,6,1,0,7,0,6,5,2,3,8,5,4,Openness
Male,25,3,5,7,2,3,6,5,0,8,5,3,3,6,2,6,1,0,1,5,6,5,2,7,3,7,Conscientinousness
Female,24,2,6,1,3,0,6,1,8,6,2,5,2,0,0,7,7,6,1,7,6,3,7,3,4,0,Extraversion
Female,23,7,2,4,5,2,0,6,8,4,2,4,4,4,8,2,7,7,2,8,6,5,0,3,5,2,Extraversion
Male,19,7,1,8,3,4,3,6,7,0,2,2,6,7,5,7,6,3,6,6,1,1,1,8,2,7,Agreeableness
Male,28,7,7,7,3,0,1,4,2,7,6,8,5,1,3,7,2,3,7,0,6,0,8,2,5,6,Conscientinousness
Female,20,2,1,5,2,4,7,1,1,2,4,7,1,3,7,3,6,5,6,3,0,3,6,2,7,4,Agreeableness
Male,23,5,4,3,2,6,1,4,7,6,8,5,3,8,1,6,1,3,5,7,1,6,4,7,4,3,Openness
Male,24,0,8,3,4,8,1,3,2,1,6,0,7,4,5,2,4,7,5,3,5,1,0,7,0,4,Conscientinousness
Male,29,8,7,7,3,1,6,7,4,1,5,2,0,4,7,3,1,4,1,0,2,6,8,1,7,5,Conscientinousness
Male,20,4,5,4,1,7,4,4,6,5,4,3,7,6,2,5,2,3,1,2,5,3,2,6,6,8,Neuroticism
Male,20,8,7,7,1,8,0,7,8,0,3,6,5,8,8,7,8,1,0,2,5,1,8,5,1,0,Neuroticism
Male,29,3,3,2,6,3,8,0,2,1,5,1,7,7,5,6,7,0,3,8,6,2,4,5,6,2,Extraversion
Female,21,3,0,5,3,1,3,6,0,3,2,3,0,6,4,3,2,5,4,7,6,7,3,7,8,0,Agreeableness
Female,24,5,8,7,1,4,2,1,2,5,6,3,6,1,5,6,5,1,3,6,3,4,6,0,7,8,Conscientinousness
Female,20,1,6,3,2,1,0,1,0,7,1,5,1,5,8,7,8,7,5,6,3,4,3,7,6,0,Neuroticism
Male,22,5,0,7,2,7,4,5,6,0,8,3,1,6,7,3,5,1,7,6,8,8,8,3,5,7,Agreeableness
Female,27,1,3,2,7,3,4,1,6,7,5,4,1,1,5,5,5,6,6,6,2,0,0,1,0,1,Extraversion
Male,18,8,7,6,3,6,8,7,6,3,5,8,6,3,6,2,7,8,6,0,0,8,2,0,0,7,Openness
Male,19,6,0,0,8,7,3,4,0,2,3,5,3,3,2,6,6,2,6,8,2,6,1,8,1,5,Agreeableness
Male,27,7,7,8,8,1,2,3,2,3,0,7,8,1,0,3,5,1,4,1,0,1,0,6,8,5,Extraversion
Male,22,5,1,8,7,5,3,3,3,1,6,1,0,7,1,8,6,1,8,2,5,3,3,4,8,2,Agreeableness
Female,25,2,5,2,5,0,0,8,1,5,4,4,1,0,5,1,0,0,7,8,1,8,3,6,4,8,Openness
Male,24,8,2,0,4,5,7,2,6,6,4,2,1,8,0,1,0,4,0,5,0,5,1,7,1,5,Neuroticism
Female,28,7,4,3,1,3,7,6,1,2,0,7,3,6,3,7,3,5,5,6,7,8,2,1,3,7,Extraversion
Male,21,2,0,5,8,8,6,7,2,1,2,1,6,5,4,1,8,0,6,7,4,1,8,0,8,7,Agreeableness
Female,24,4,1,4,6,2,1,3,8,2,4,4,3,4,0,0,4,2,7,7,6,7,4,8,6,3,Agreeableness
Male,29,8,6,0,0,8,3,7,6,3,6,7,0,8,7,0,1,1,2,5,7,6,8,6,7,3,Conscientinousness
Male,24,6,1,8,1,6,1,2,7,5,2,4,5,6,6,4,1,3,5,7,8,5,6,5,1,2,Agreeableness
Female,22,8,4,3,1,0,2,7,6,6,6,0,2,7,3,1,8,4,5,3,3,6,1,4,4,3,Agreeableness
Male,24,1,6,3,2,0,0,7,4,8,0,8,4,6,8,8,2,6,5,0,2,2,7,4,4,0,Neuroticism
Male,18,6,7,0,5,8,8,2,1,1,8,0,6,6,8,5,2,7,0,2,7,4,8,8,7,1,Neuroticism
Male,21,7,7,3,6,3,5,6,4,3,2,6,3,3,6,2,7,1,2,6,2,3,6,0,1,3,Neuroticism
Male,23,0,7,1,3,6,1,6,6,6,6,5,6,8,3,5,2,5,4,3,4,3,3,5,2,7,Neuroticism
Female,21,1,8,1,1,5,6,5,1,3,5,1,3,5,0,6,5,0,2,1,5,1,2,1,1,7,Neuroticism
Male,22,1,4,8,8,6,2,7,0,7,3,7,5,3,3,6,6,6,0,8,8,2,3,7,2,7,Extraversion
Male,23,2,4,7,4,0,3,3,2,7,2,1,1,5,1,3,4,7,8,5,1,7,0,1,1,3,Agreeableness
Male,28,6,3,1,2,0,5,5,1,0,0,3,3,6,8,1,2,7,3,5,8,3,8,2,6,5,Conscientinousness
Male,27,3,1,4,5,1,6,2,8,5,1,8,2,2,0,4,0,4,6,1,1,5,7,5,6,0,Extraversion
Female,29,0,5,5,2,8,0,8,5,2,8,8,2,4,7,8,4,1,5,6,2,5,8,7,5,2,Conscientinousness
Female,21,7,3,3,0,5,8,7,8,2,3,6,3,8,7,0,8,6,8,0,5,5,0,0,2,5,Neuroticism
Female,26,6,4,6,1,7,8,1,4,2,4,3,1,3,1,3,0,1,4,0,0,1,6,3,1,0,Conscientinousness
Female,21,2,8,6,8,1,1,3,2,2,0,5,5,0,8,5,7,3,4,2,7,6,0,0,2,5,Neuroticism
Male,28,4,8,3,2,4,1,6,4,0,7,1,5,2,8,7,3,4,5,0,8,2,1,2,4,1,Conscientinousness
Male,22,5,3,4,8,7,2,3,8,5,5,7,5,5,5,5,3,4,5,8,4,0,4,7,6,3,Openness
Male,20,0,5,1,0,5,2,1,7,2,0,6,0,5,6,7,2,5,0,0,0,7,1,8,1,7,Neuroticism
Female,20,1,5,7,7,6,3,3,6,7,0,8,0,8,3,6,2,0,2,2,4,7,0,6,5,2,Neuroticism
Male,25,7,3,2,0,0,2,1,1,8,6,5,4,5,3,8,6,3,8,7,8,2,2,5,7,4,Extraversion
Female,26,1,3,4,0,8,2,5,7,7,5,3,3,5,7,2,3,4,2,0,4,4,6,0,4,5,Conscientinousness
Male,18,2,6,2,7,3,7,4,1,6,1,2,5,0,1,8,0,0,8,8,7,3,3,0,1,6,Openness
Female,22,2,6,2,8,6,1,4,1,1,3,7,3,4,2,4,3,7,5,3,1,8,6,5,1,4,Openness
Female,28,2,8,8,0,4,4,6,4,4,0,8,8,1,5,7,6,0,4,7,4,2,3,7,2,4,Extraversion
Male,27,3,8,1,1,5,4,6,6,5,8,3,2,2,4,5,6,8,1,6,2,0,8,7,1,4,Conscientinousness
Female,25,8,4,5,3,8,6,5,0,0,1,8,3,0,2,7,6,1,2,5,8,0,0,1,0,1,Extraversion
Male,17,7,1,1,6,0,4,6,8,7,8,3,5,4,3,3,3,3,0,5,8,2,1,2,7,8,Openness
Male,19,0,0,4,5,1,5,0,1,2,7,3,5,6,6,1,7,0,3,1,6,6,7,8,4,4,Agreeableness
Male,20,1,8,1,7,8,4,2,8,5,3,6,0,5,3,4,5,0,4,0,3,4,4,0,4,7,Neuroticism
Female,22,1,3,1,1,5,6,3,2,1,3,3,5,6,4,6,4,8,7,1,6,1,4,0,3,0,Neuroticism
Female,23,5,3,2,5,3,0,5,0,6,2,3,2,2,6,1,1,8,2,5,4,3,2,2,6,1,Neuroticism
Male,17,6,7,1,2,4,8,2,0,0,8,0,1,0,1,1,6,3,2,7,3,2,7,8,5,5,Agreeableness
Male,27,5,6,6,3,4,8,8,2,4,7,0,8,5,2,5,2,1,5,4,1,0,3,4,6,8,Conscientinousness
Male,28,3,7,8,5,6,0,4,5,5,3,3,5,6,0,2,0,8,6,8,4,3,1,2,8,5,Extraversion
Male,20,8,7,0,1,7,3,5,6,5,1,7,2,2,7,0,1,2,0,6,6,6,7,5,7,8,Neuroticism
Male,21,2,1,1,2,8,6,7,2,2,5,2,1,8,6,6,8,6,2,5,4,3,3,0,2,7,Neuroticism
Female,23,5,4,2,7,4,4,2,4,4,7,4,0,0,3,8,5,5,4,2,0,6,2,8,4,1,Openness
Female,17,5,1,8,4,6,6,8,8,3,0,5,4,8,1,4,7,7,6,0,8,4,8,6,6,0,Agreeableness
Female,26,1,1,5,7,1,6,6,1,4,8,6,6,1,5,7,6,5,2,8,5,8,8,4,7,8,Conscientinousness
Female,24,1,7,4,4,5,0,8,7,3,6,7,4,2,2,4,1,6,2,3,1,7,7,6,5,2,Openness
Male,21,0,6,8,5,6,2,5,1,0,6,0,4,7,0,3,3,2,5,5,1,1,3,6,2,6,Agreeableness
Female,24,5,3,5,1,1,1,8,6,6,2,3,2,3,3,2,8,7,3,5,6,8,2,7,3,8,Agreeableness
Female,17,8,8,0,6,0,0,5,6,7,5,1,2,6,4,3,8,7,5,1,2,2,3,8,0,2,Neuroticism
Female,21,6,3,7,2,5,3,1,2,3,8,8,5,8,7,8,8,4,0,0,2,5,4,4,2,4,Neuroticism
Female,22,4,7,4,1,7,3,1,6,6,1,4,4,5,2,8,8,0,5,6,2,8,3,6,6,6,Agreeableness
Male,24,4,0,5,3,0,8,0,0,1,0,5,8,5,2,7,4,4,2,2,1,3,1,8,7,0,Neuroticism
Female,27,7,0,4,4,2,2,5,8,4,5,8,5,2,0,7,7,8,8,4,2,1,8,6,5,4,Extraversion
Male,20,3,4,0,3,2,5,7,6,4,1,8,6,5,4,0,0,3,7,2,6,3,6,1,7,4,Openness
Male,28,0,2,8,3,4,3,5,5,4,6,4,8,6,1,1,6,3,2,6,2,8,8,5,5,3,Conscientinousness
Male,23,1,1,2,6,2,7,0,3,4,2,2,8,7,1,3,7,0,4,8,6,2,6,0,6,3,Extraversion
Female,27,5,5,8,0,7,4,6,7,0,4,1,6,6,6,6,1,2,7,8,0,6,0,8,5,7,Conscientinousness
Male,28,2,4,4,6,2,1,1,0,1,2,4,3,0,6,2,7,4,7,7,4,2,2,3,4,2,Extraversion
Male,24,8,7,6,6,1,2,5,1,5,0,1,2,2,6,4,5,0,3,7,5,1,8,3,6,4,Extraversion
Male,20,6,1,3,2,8,1,0,8,1,4,1,5,1,4,8,5,1,6,4,8,4,0,5,0,5,Agreeableness
Male,25,3,3,3,7,7,0,1,7,4,2,6,1,8,2,2,0,1,7,0,7,8,7,8,8,8,Conscientinousness
Male,21,7,8,3,2,4,5,4,1,1,7,0,5,8,7,2,4,2,7,1,2,0,0,0,0,5,Neuroticism
Male,20,3,2,4,6,3,5,6,6,3,8,0,2,3,4,7,5,4,8,8,5,6,8,1,8,8,Agreeableness
Female,18,7,1,2,6,1,2,7,6,1,7,2,8,7,2,5,7,7,7,8,0,2,6,6,0,0,Agreeableness
Male,24,4,1,8,3,2,2,2,7,3,4,8,6,0,8,0,0,4,7,8,0,6,5,2,5,7,Openness
Male,19,1,8,5,3,8,7,8,0,1,8,0,7,5,3,0,2,0,7,7,8,4,7,4,8,5,Agreeableness
Male,23,8,5,3,0,7,2,4,7,7,0,1,0,4,2,1,7,8,1,5,1,6,1,5,8,4,Extraversion
Female,23,3,7,3,3,2,5,7,5,8,6,1,3,1,1,4,6,3,2,7,5,2,5,0,6,0,Extraversion
Female,22,2,0,5,6,1,7,3,7,8,0,3,2,3,4,7,4,1,7,8,4,1,8,6,5,1,Agreeableness
Female,24,6,0,1,5,8,0,7,7,5,0,1,1,3,3,6,0,7,7,4,0,8,0,3,6,8,Openness
Female,22,0,2,4,4,3,8,5,4,0,7,5,5,4,2,6,2,4,4,7,1,8,3,4,7,2,Openness
Female,22,4,7,0,4,8,7,6,8,5,7,8,1,2,4,8,4,7,8,4,1,0,4,5,5,4,Openness
Female,21,0,3,8,8,6,1,2,1,3,7,8,2,5,5,7,2,5,2,7,1,2,7,2,3,2,Openness
Female,26,4,1,4,8,3,1,5,4,2,7,4,3,3,3,8,4,5,0,3,5,4,6,3,1,0,Conscientinousness
Male,18,5,2,8,5,7,1,0,1,5,0,5,6,6,1,6,1,7,5,2,1,8,4,6,1,1,Neuroticism
Male,17,2,0,5,4,0,7,8,3,4,2,1,8,6,2,0,7,2,7,8,1,5,3,7,2,6,Agreeableness
Male,21,6,5,2,5,0,4,7,2,3,1,3,7,8,0,8,5,2,8,6,6,8,3,3,8,1,Agreeableness
Female,20,7,4,3,3,6,8,0,4,0,8,0,1,2,4,3,1,5,1,2,1,8,1,8,5,4,Openness
Female,27,3,4,1,2,3,5,3,0,0,5,8,2,4,7,1,2,2,4,3,1,5,1,8,2,6,Conscientinousness
Male,22,2,3,3,5,2,7,6,8,2,4,4,4,1,1,5,2,6,0,2,5,6,2,3,7,8,Openness
Male,21,2,1,0,3,6,6,8,6,1,5,6,2,1,8,3,0,8,3,7,3,1,5,1,3,3,Openness
Female,25,5,7,6,6,2,0,6,3,6,8,8,4,0,5,3,4,5,6,6,8,0,3,2,2,7,Extraversion
Female,26,0,6,4,1,8,6,4,7,0,2,4,2,0,3,8,6,2,6,0,3,1,1,7,0,4,Conscientinousness
Female,23,8,3,0,4,7,8,3,5,1,4,7,2,7,0,8,2,1,5,7,4,5,2,8,6,3,Openness
Female,26,0,5,8,4,2,1,2,4,2,0,5,7,0,6,8,8,2,0,7,3,8,6,5,1,2,Extraversion
Female,19,7,2,5,2,4,1,3,1,5,4,5,2,8,7,0,5,4,4,0,5,2,1,1,7,5,Neuroticism
Female,22,5,3,1,2,1,8,3,3,7,7,3,2,4,3,7,4,2,2,8,6,0,6,2,2,0,Agreeableness
Female,18,6,6,8,7,8,1,1,8,3,0,1,5,1,3,2,3,5,1,7,0,5,4,2,6,3,Openness
Male,17,4,3,3,2,1,1,1,8,2,7,6,4,7,5,6,6,0,5,1,0,2,3,6,3,2,Neuroticism
Male,20,0,6,3,0,3,4,8,7,8,2,5,7,6,6,6,2,1,7,0,7,7,7,0,4,3,Neuroticism
Female,25,5,5,4,4,2,0,3,1,3,0,8,5,8,2,3,5,2,8,1,7,8,2,7,8,0,Extraversion
Male,28,7,7,5,5,1,8,3,5,3,1,4,0,0,5,5,7,1,8,8,8,4,3,0,5,5,Extraversion
Female,21,7,8,8,4,3,3,6,1,2,6,0,0,4,2,7,5,1,4,0,4,6,3,3,6,1,Agreeableness
Male,19,3,0,1,0,8,5,1,6,0,2,2,3,0,6,7,3,3,1,1,3,5,1,6,3,5,Neuroticism
Female,18,8,6,1,6,7,8,1,8,0,6,7,5,3,5,7,1,7,6,2,8,5,7,5,4,0,Openness
Female,28,5,1,7,3,7,8,2,2,8,4,7,0,6,3,3,8,2,2,1,5,2,2,8,7,0,Conscientinousness
Male,23,4,4,5,3,0,4,6,2,6,2,5,8,0,4,4,1,7,6,1,1,5,1,7,2,7,Openness
Male,21,5,4,5,8,4,1,6,6,1,8,7,0,2,6,2,4,5,2,0,7,7,4,7,7,8,Openness
Female,17,1,3,5,1,0,2,8,6,1,5,4,0,6,6,5,4,8,6,1,5,4,2,4,7,4,Openness
Male,26,4,1,4,0,1,5,5,4,4,8,7,6,0,3,4,1,0,1,0,0,7,0,4,8,7,Conscientinousness
Female,21,6,3,6,7,3,7,8,1,4,6,5,7,2,3,5,3,6,2,0,4,1,1,2,6,1,Openness
Male,26,8,1,2,4,6,4,6,7,4,5,6,8,2,6,5,4,2,4,1,4,8,7,5,0,5,Conscientinousness
Female,24,6,6,4,6,3,0,0,5,7,2,0,0,4,6,7,7,8,3,1,2,3,5,7,2,4,Neuroticism
Male,19,7,7,8,7,1,3,5,0,0,8,3,5,3,5,0,6,0,3,1,8,7,4,8,3,4,Agreeableness
Male,24,0,2,5,1,1,1,0,2,4,5,4,1,4,5,5,6,3,2,1,5,5,7,6,3,1,Conscientinousness
Female,19,8,4,8,4,4,3,6,0,1,3,3,6,4,6,2,4,1,8,7,3,8,4,7,8,5,Agreeableness
Male,20,0,3,0,4,3,7,5,1,7,4,4,6,5,8,5,2,6,8,0,8,2,8,4,5,8,Neuroticism
Male,18,2,2,7,7,6,5,6,8,2,2,0,6,5,3,3,7,2,2,2,6,3,5,1,5,3,Agreeableness
Female,19,4,0,4,5,5,3,6,3,0,5,8,4,2,3,5,4,6,8,2,7,7,8,1,1,7,Openness
Female,27,1,2,6,8,6,8,1,6,3,7,0,7,1,1,2,5,8,1,1,1,7,4,8,2,2,Conscientinousness
Male,29,3,8,3,6,8,0,6,3,0,3,6,2,0,7,3,0,3,7,5,8,5,3,7,8,7,Conscientinousness
Female,18,4,2,3,5,8,4,8,3,6,3,1,4,6,5,4,6,6,7,0,5,8,3,1,7,3,Agreeableness
Male,27,2,7,6,5,6,0,2,8,8,0,2,8,8,3,8,0,8,2,8,0,7,8,5,5,8,Extraversion
Female,23,0,2,5,1,0,4,5,5,7,3,2,7,8,7,2,6,4,5,6,1,5,2,8,4,5,Agreeableness
Male,28,1,7,5,6,7,1,1,3,2,8,6,3,0,1,4,6,8,8,8,7,7,0,1,2,3,Extraversion
Male,28,6,8,2,2,6,1,4,1,0,7,1,5,8,6,2,4,5,8,6,5,1,1,4,6,7,Conscientinousness
Male,25,0,8,8,1,3,3,1,4,7,0,1,3,3,4,7,3,1,6,6,1,1,0,5,5,5,Extraversion
